"","NAME","YEAR","total.weight.g","total.catch.n","total.weight.kg","total.weight.t","biomass.t","biomass.g","biomass.kg"
"50","Amathia sp.",2019,0.1,NA,1e-04,1e-07,6.85142943838888e-08,0.0685142943838888,6.85142943838888e-05
"51","Amathia sp.",2020,0.1,NA,1e-04,1e-07,6.85142943838888e-08,0.0685142943838888,6.85142943838888e-05
"52","Anadara ovalis",2009,3,1,0.003,3e-06,2.05542883151666e-06,2.05542883151666,0.00205542883151666
"53","Anadara ovalis",2012,10.6,61,0.0106,1.06e-05,7.26251520469221e-06,7.26251520469221,0.00726251520469221
"54","Anadara ovalis",2013,0,1,0,0,0,0,0
"55","Anadara ovalis",2016,6,73,0.006,6e-06,4.11085766303333e-06,4.11085766303333,0.00411085766303333
"56","Anadara ovalis",2017,1.4,24,0.0014,1.4e-06,9.59200121374443e-07,0.959200121374443,0.000959200121374443
"57","Anadara transversa",2012,0.1,2,1e-04,1e-07,6.85142943838888e-08,0.0685142943838888,6.85142943838888e-05
"58","Anadara transversa",2016,0.1,1,1e-04,1e-07,6.85142943838888e-08,0.0685142943838888,6.85142943838888e-05
"59","Anadara transversa",2017,0.3,1,3e-04,3e-07,2.05542883151666e-07,0.205542883151666,0.000205542883151666
"60","Anchoa hepsetus",2008,509.2,55,0.5092,0.0005092,0.000348874787002762,348.874787002762,0.348874787002762
"61","Anchoa hepsetus",2009,8265.58,5365,8.26558,0.00826558,0.00566310381373583,5663.10381373583,5.66310381373583
"62","Anchoa hepsetus",2010,4634.1,734,4.6341,0.0046341,0.00317502091604379,3175.02091604379,3.17502091604379
"63","Anchoa hepsetus",2011,4617.3,1641,4.6173,0.0046173,0.0031635105145873,3163.5105145873,3.1635105145873
"64","Anchoa hepsetus",2012,1355.3,550,1.3553,0.0013553,0.000928574231784845,928.574231784845,0.928574231784844
"65","Anchoa hepsetus",2013,6636.22,2090,6.63622,0.00663622,0.0045467593067625,4546.7593067625,4.5467593067625
"66","Anchoa hepsetus",2014,1313.4,402,1.3134,0.0013134,0.000899866742437995,899.866742437995,0.899866742437995
"67","Anchoa hepsetus",2015,644.6,115,0.6446,0.0006446,0.000441643141598547,441.643141598547,0.441643141598547
"68","Anchoa hepsetus",2016,3769.6,2929,3.7696,0.0037696,0.00258271484109507,2582.71484109507,2.58271484109507
"69","Anchoa hepsetus",2017,3818.4,1891,3.8184,0.0038184,0.00261614981675441,2616.14981675441,2.61614981675441
"70","Anchoa hepsetus",2018,6116,1710,6.116,0.006116,0.00419033424451864,4190.33424451864,4.19033424451864
"71","Anchoa hepsetus",2019,1453.9,595,1.4539,0.0014539,0.000996129326047359,996.129326047359,0.996129326047359
"72","Anchoa hepsetus",2021,864.2,331,0.8642,0.0008642,0.000592100532065567,592.100532065567,0.592100532065567
"73","Anchoa hepsetus",2022,1224,147,1.224,0.001224,0.000838614963258799,838.614963258799,0.838614963258799
"74","Anchoa hepsetus YOY",2014,220.8,212,0.2208,0.0002208,0.000151279561999626,151.279561999626,0.151279561999626
"75","Anchoa lyolepis",2008,0.8,1,8e-04,8e-07,5.4811435507111e-07,0.54811435507111,0.00054811435507111
"76","Anchoa lyolepis",2009,491.8,1365,0.4918,0.0004918,0.000336953299779965,336.953299779965,0.336953299779965
"77","Anchoa lyolepis",2010,318.5,634,0.3185,0.0003185,0.000218218027612686,218.218027612686,0.218218027612686
"78","Anchoa lyolepis",2011,643.4,496,0.6434,0.0006434,0.00044082097006594,440.82097006594,0.44082097006594
"79","Anchoa lyolepis",2012,75.4,222,0.0754,7.54e-05,5.16597779654521e-05,51.6597779654521,0.0516597779654521
"80","Anchoa lyolepis",2013,3519,5782,3.519,0.003519,0.00241101801936905,2411.01801936905,2.41101801936905
"81","Anchoa lyolepis",2014,115.6,167,0.1156,0.0001156,7.92025243077754e-05,79.2025243077754,0.0792025243077754
"82","Anchoa lyolepis",2015,1537,3110,1.537,0.001537,0.00105306470468037,1053.06470468037,1.05306470468037
"83","Anchoa lyolepis",2016,236.1,484,0.2361,0.0002361,0.000161762249040361,161.762249040361,0.161762249040361
"84","Anchoa lyolepis",2017,362.4,956,0.3624,0.0003624,0.000248295802847213,248.295802847213,0.248295802847213
"85","Anchoa lyolepis",2018,23.1,41,0.0231,2.31e-05,1.58268020026783e-05,15.8268020026783,0.0158268020026783
"86","Anchoa lyolepis",2019,873.5,2286,0.8735,0.0008735,0.000598472361443268,598.472361443268,0.598472361443268
"87","Anchoa lyolepis",2021,580.9,1163,0.5809,0.0005809,0.00039799953607601,397.99953607601,0.39799953607601
"88","Anchoa lyolepis",2022,70.5,144,0.0705,7.05e-05,4.83025775406416e-05,48.3025775406416,0.0483025775406416
"89","Anchoa mitchilli",2008,67462.9,93916,67.4629,0.0674629,0.0462217299059085,46221.7299059085,46.2217299059085
"90","Anchoa mitchilli",2009,202660,226335,202.66,0.20266,0.138851068998389,138851.068998389,138.851068998389
"91","Anchoa mitchilli",2010,78119.1,110395,78.1191,0.0781191,0.0535227501440445,53522.7501440445,53.5227501440445
"92","Anchoa mitchilli",2011,61691.3,115608,61.6913,0.0616913,0.042267358891248,42267.358891248,42.267358891248
"93","Anchoa mitchilli",2012,76352.1,109909,76.3521,0.0763521,0.0523121025622811,52312.1025622811,52.3121025622811
"94","Anchoa mitchilli",2013,113592.3,146513,113.5923,0.1135923,0.0778269628194301,77826.9628194301,77.8269628194301
"95","Anchoa mitchilli",2014,94780.2,188904,94.7802,0.0947802,0.0649379852456385,64937.9852456385,64.9379852456385
"96","Anchoa mitchilli",2015,89942.8,151948,89.9428,0.0899428,0.0616236747691123,61623.6747691123,61.6236747691123
"97","Anchoa mitchilli",2016,78309.8,95093,78.3098,0.0783098,0.0536534069034345,53653.4069034345,53.6534069034345
"98","Anchoa mitchilli",2017,85451,139766,85.451,0.085451,0.0585461496939768,58546.1496939768,58.5461496939768
"99","Anchoa mitchilli",2018,36261.3,57266,36.2613,0.0362613,0.0248441738294251,24844.1738294251,24.8441738294251
"100","Anchoa mitchilli",2019,74443.4,109958,74.4434,0.0744434,0.0510043702253759,51004.3702253759,51.0043702253759
"101","Anchoa mitchilli",2020,4360.3,11792,4.3603,0.0043603,0.0029874287780207,2987.4287780207,2.9874287780207
"102","Anchoa mitchilli",2021,70034.1,145021,70.0341,0.0700341,0.0479833694431071,47983.369443107,47.9833694431071
"103","Anchoa mitchilli",2022,8532.9,15605,8.5329,0.0085329,0.00584625622548284,5846.25622548284,5.84625622548285
"104","Anchoa sp",2022,0,1,0,0,0,0,0
"105","Ancylopsetta ommata",2010,35.4,1,0.0354,3.54e-05,2.42540602118966e-05,24.2540602118966,0.0242540602118966
"106","Antennarius radiosus",2010,10.5,2,0.0105,1.05e-05,7.19400091030832e-06,7.19400091030832,0.00719400091030832
"107","Arca imbricata",2021,0,1,0,0,0,0,0
"108","Archosargus probatocephalus",2008,478,2,0.478,0.000478,0.000327498327154988,327.498327154988,0.327498327154988
"109","Archosargus probatocephalus",2009,3405.3,22,3.4053,0.0034053,0.00233311726665456,2333.11726665456,2.33311726665456
"110","Archosargus probatocephalus",2010,188.6,2,0.1886,0.0001886,0.000129217959208014,129.217959208014,0.129217959208014
"111","Archosargus probatocephalus",2011,120.5,1,0.1205,0.0001205,8.2559724732586e-05,82.559724732586,0.082559724732586
"112","Archosargus probatocephalus",2012,0.2,1,2e-04,2e-07,1.37028588767778e-07,0.137028588767778,0.000137028588767778
"113","Archosargus probatocephalus",2017,160.3,1,0.1603,0.0001603,0.000109828413897374,109.828413897374,0.109828413897374
"114","Archosargus probatocephalus",2020,845.9,1,0.8459,0.0008459,0.000579562416193315,579.562416193315,0.579562416193315
"115","Ariopsis felis",2008,1415.4,77,1.4154,0.0014154,0.000969751322709562,969.751322709562,0.969751322709562
"116","Ariopsis felis",2009,24352.8,550,24.3528,0.0243528,0.0166851490827197,16685.1490827197,16.6851490827197
"117","Ariopsis felis",2010,26143.8,461,26.1438,0.0261438,0.0179122400951351,17912.2400951351,17.9122400951351
"118","Ariopsis felis",2011,13268.4,119,13.2684,0.0132684,0.0090907506360319,9090.7506360319,9.0907506360319
"119","Ariopsis felis",2012,25785.6,504,25.7856,0.0257856,0.017666821892652,17666.821892652,17.666821892652
"120","Ariopsis felis",2013,19681.6,233,19.6816,0.0196816,0.0134847093634595,13484.7093634595,13.4847093634595
"121","Ariopsis felis",2014,4684,152,4.684,0.004684,0.00320920954894135,3209.20954894135,3.20920954894135
"122","Ariopsis felis",2015,2572.4,58,2.5724,0.0025724,0.00176246170873115,1762.46170873115,1.76246170873115
"123","Ariopsis felis",2016,7407.6,109,7.4076,0.0074076,0.00507526487078095,5075.26487078094,5.07526487078094
"124","Ariopsis felis",2017,6478.5,65,6.4785,0.0064785,0.00443869856166023,4438.69856166023,4.43869856166023
"125","Ariopsis felis",2018,6716.2,28,6.7162,0.0067162,0.00460155703941074,4601.55703941074,4.60155703941074
"126","Ariopsis felis",2019,10670,195,10.67,0.01067,0.00731047521076093,7310.47521076093,7.31047521076093
"127","Ariopsis felis",2020,939.8,11,0.9398,0.0009398,0.000643897338619787,643.897338619787,0.643897338619787
"128","Ariopsis felis",2021,15898.9,218,15.8989,0.0158989,0.0108930191498001,10893.0191498001,10.8930191498001
"129","Ariopsis felis",2022,3996.3,18,3.9963,0.0039963,0.00273803674646335,2738.03674646335,2.73803674646335
"130","Ariopsis felis YOY",2009,1114.5,420,1.1145,0.0011145,0.00076359181090844,763.59181090844,0.76359181090844
"131","Ariopsis felis YOY",2011,35.4,40,0.0354,3.54e-05,2.42540602118966e-05,24.2540602118966,0.0242540602118966
"132","Ariopsis felis YOY",2012,319.6,22,0.3196,0.0003196,0.000218971684850909,218.971684850909,0.218971684850909
"133","Ariopsis felis YOY",2013,75.8,54,0.0758,7.58e-05,5.19338351429877e-05,51.9338351429877,0.0519338351429877
"134","Ariopsis felis YOY",2014,40.7,24,0.0407,4.07e-05,2.78853178142427e-05,27.8853178142427,0.0278853178142427
"135","Ariopsis felis YOY",2015,790.9,121,0.7909,0.0007909,0.000541879554282176,541.879554282176,0.541879554282176
"136","Ariopsis felis YOY",2019,1226.3,130,1.2263,0.0012263,0.000840190792029628,840.190792029628,0.840190792029628
"137","Ariopsis felis YOY",2021,991.4,188,0.9914,0.0009914,0.000679250714521873,679.250714521873,0.679250714521873
"138","Astroscopus y-graecum",2009,0.5,1,5e-04,5e-07,3.42571471919444e-07,0.342571471919444,0.000342571471919444
"139","Astroscopus y-graecum",2011,0.6,1,6e-04,6e-07,4.11085766303333e-07,0.411085766303333,0.000411085766303333
"140","Astroscopus y-graecum",2017,0.7,2,7e-04,7e-07,4.79600060687221e-07,0.479600060687221,0.000479600060687221
"141","Astyris lunata",2011,0,5,0,0,0,0,0
"142","Astyris lunata",2012,0,5,0,0,0,0,0
"143","Atractosteus spatula",2015,20411.7,1,20.4117,0.0204117,0.0139849322267562,13984.9322267562,13.9849322267562
"144","Atractosteus spatula",2021,22226,1,22.226,0.022226,0.0152279870697631,15227.9870697631,15.2279870697631
"145","Aurelia aurita",2009,0,305,0,0,0,0,0
"146","Aurelia aurita",2010,0,68,0,0,0,0,0
"147","Aurelia aurita",2011,0,904,0,0,0,0,0
"148","Aurelia aurita",2012,0,5,0,0,0,0,0
"149","Aurelia aurita",2013,0,433,0,0,0,0,0
"150","Aurelia aurita",2014,0,88,0,0,0,0,0
"151","Aurelia aurita",2015,0,72,0,0,0,0,0
"152","Aurelia aurita",2016,0,90,0,0,0,0,0
"153","Aurelia aurita",2017,0,219,0,0,0,0,0
"154","Aurelia aurita",2019,0,96,0,0,0,0,0
"155","Bagre marinus",2008,2098,102,2.098,0.002098,0.00143742989617399,1437.42989617399,1.43742989617399
"156","Bagre marinus",2009,5807.6,148,5.8076,0.0058076,0.00397903616063872,3979.03616063872,3.97903616063872
"157","Bagre marinus",2010,13978,780,13.978,0.013978,0.00957692806897997,9576.92806897997,9.57692806897997
"158","Bagre marinus",2011,8049.1,509,8.0491,0.0080491,0.00551478406925359,5514.78406925359,5.51478406925359
"159","Bagre marinus",2012,11167.2,693,11.1672,0.0111672,0.00765112828243763,7651.12828243763,7.65112828243763
"160","Bagre marinus",2013,3488.6,245,3.4886,0.0034886,0.00239018967387634,2390.18967387634,2.39018967387634
"161","Bagre marinus",2014,4351,548,4.351,0.004351,0.002981056948643,2981.056948643,2.981056948643
"162","Bagre marinus",2015,5479.1,451,5.4791,0.0054791,0.00375396670358765,3753.96670358765,3.75396670358765
"163","Bagre marinus",2016,8744.7,407,8.7447,0.0087447,0.00599136950098792,5991.36950098792,5.99136950098792
"164","Bagre marinus",2017,2570,63,2.57,0.00257,0.00176081736566594,1760.81736566594,1.76081736566594
"165","Bagre marinus",2018,669.1,48,0.6691,0.0006691,0.0004584291437226,458.4291437226,0.4584291437226
"166","Bagre marinus",2019,2914,191,2.914,0.002914,0.00199650653834652,1996.50653834652,1.99650653834652
"167","Bagre marinus",2020,17.9,1,0.0179,1.79e-05,1.22640586947161e-05,12.2640586947161,0.0122640586947161
"168","Bagre marinus",2021,1692.9,97,1.6929,0.0016929,0.00115987848962485,1159.87848962485,1.15987848962485
"169","Bagre marinus",2022,197.5,10,0.1975,0.0001975,0.00013531573140818,135.31573140818,0.13531573140818
"170","Bagre marinus YOY",2010,447.1,63,0.4471,0.0004471,0.000306327410190367,306.327410190367,0.306327410190367
"171","Bagre marinus YOY",2012,425.2,67,0.4252,0.0004252,0.000291322779720295,291.322779720295,0.291322779720295
"172","Bairdiella chrysoura",2008,4409.2,198,4.4092,0.0044092,0.00302093226797442,3020.93226797442,3.02093226797442
"173","Bairdiella chrysoura",2009,5065.4,242,5.0654,0.0050654,0.0034705230677215,3470.5230677215,3.4705230677215
"174","Bairdiella chrysoura",2010,2454.6,122,2.4546,0.0024546,0.00168175186994693,1681.75186994693,1.68175186994693
"175","Bairdiella chrysoura",2011,1396.3,64,1.3963,0.0013963,0.000956665092482239,956.665092482239,0.956665092482239
"176","Bairdiella chrysoura",2012,1955.2,328,1.9552,0.0019552,0.00133959148379379,1339.59148379379,1.33959148379379
"177","Bairdiella chrysoura",2013,1482.1,63,1.4821,0.0014821,0.00101545035706362,1015.45035706362,1.01545035706362
"178","Bairdiella chrysoura",2014,590.5,34,0.5905,0.0005905,0.000404576908336863,404.576908336863,0.404576908336863
"179","Bairdiella chrysoura",2015,412.4,20,0.4124,0.0004124,0.000282552950039157,282.552950039157,0.282552950039157
"180","Bairdiella chrysoura",2016,389.8,14,0.3898,0.0003898,0.000267068719508398,267.068719508398,0.267068719508398
"181","Bairdiella chrysoura",2017,602.1,19,0.6021,0.0006021,0.000412524566485394,412.524566485394,0.412524566485394
"182","Bairdiella chrysoura",2018,96,8,0.096,9.6e-05,6.57737226085332e-05,65.7737226085332,0.0657737226085332
"183","Bairdiella chrysoura",2019,648.6,26,0.6486,0.0006486,0.000444383713373903,444.383713373903,0.444383713373903
"184","Bairdiella chrysoura",2021,617.8,24,0.6178,0.0006178,0.000423281310703665,423.281310703665,0.423281310703665
"185","Bairdiella chrysoura",2022,215.4,18,0.2154,0.0002154,0.000147579790102896,147.579790102896,0.147579790102896
"186","Balanus eburneus",2016,0,4,0,0,0,0,0
"187","Batea catharnensis",2017,0,16,0,0,0,0,0
"188","Beroe ovata",2010,0,NA,0,0,0,0,0
"189","Beroe ovata",2011,0,NA,0,0,0,0,0
"190","Beroe ovata",2012,0,NA,0,0,0,0,0
"191","Beroe ovata",2013,0,NA,0,0,0,0,0
"192","Beroe ovata",2014,0,NA,0,0,0,0,0
"193","Beroe ovata",2015,0,NA,0,0,0,0,0
"194","Beroe ovata",2016,0,NA,0,0,0,0,0
"195","Beroe ovata",2017,0,NA,0,0,0,0,0
"196","Beroe ovata",2019,0,NA,0,0,0,0,0
"197","Beroe ovata",2020,0,NA,0,0,0,0,0
"198","Beroe ovata",2021,0,NA,0,0,0,0,0
"199","Bothus sp.",2009,0.1,1,1e-04,1e-07,6.85142943838888e-08,0.0685142943838888,6.85142943838888e-05
"200","Bougainvillia carolinensis",2016,0,NA,0,0,0,0,0
"201","Branchellion ravenelii",2009,0.1,1,1e-04,1e-07,6.85142943838888e-08,0.0685142943838888,6.85142943838888e-05
"202","Brasilomysis castroi",2009,0,8,0,0,0,0,0
"203","Brevoortia patronus",2008,1160.5,55,1.1605,0.0011605,0.000795108386325029,795.108386325029,0.795108386325029
"204","Brevoortia patronus",2009,1589.2,1904,1.5892,0.0015892,0.00108882916634876,1088.82916634876,1.08882916634876
"205","Brevoortia patronus",2010,4931.4,1505,4.9314,0.0049314,0.00337871391324709,3378.71391324709,3.37871391324709
"206","Brevoortia patronus",2011,6428.1,1344,6.4281,0.0064281,0.00440416735729075,4404.16735729075,4.40416735729075
"207","Brevoortia patronus",2012,28841,1524,28.841,0.028841,0.0197602076432574,19760.2076432574,19.7602076432574
"208","Brevoortia patronus",2013,1373.5,155,1.3735,0.0013735,0.000941043833362712,941.043833362712,0.941043833362712
"209","Brevoortia patronus",2014,2283.3,416,2.2833,0.0022833,0.00156438688366733,1564.38688366733,1.56438688366733
"210","Brevoortia patronus",2015,6175,532,6.175,0.006175,0.00423075767820513,4230.75767820513,4.23075767820513
"211","Brevoortia patronus",2016,1906.9,138,1.9069,0.0019069,0.00130649907960637,1306.49907960638,1.30649907960637
"212","Brevoortia patronus",2017,2537.6,1042,2.5376,0.0025376,0.00173861873428556,1738.61873428556,1.73861873428556
"213","Brevoortia patronus",2018,2803.7,181,2.8037,0.0028037,0.00192093527164109,1920.93527164109,1.92093527164109
"214","Brevoortia patronus",2019,254.9,63,0.2549,0.0002549,0.000174642936384532,174.642936384532,0.174642936384532
"215","Brevoortia patronus",2020,190.6,22,0.1906,0.0001906,0.000130588245095692,130.588245095692,0.130588245095692
"216","Brevoortia patronus",2021,431.3,128,0.4313,0.0004313,0.000295502151677712,295.502151677712,0.295502151677712
"217","Brevoortia patronus",2022,20.7,2,0.0207,2.07e-05,1.4182458937465e-05,14.182458937465,0.014182458937465
"218","Brevoortia patronus YOY",2012,1227.4,1334,1.2274,0.0012274,0.000840944449267851,840.944449267851,0.840944449267851
"219","Brevoortia patronus YOY",2013,408.6,33,0.4086,0.0004086,0.00027994940685257,279.94940685257,0.27994940685257
"220","Brevoortia patronus YOY",2014,144.6,21,0.1446,0.0001446,9.90716696791032e-05,99.0716696791032,0.0990716696791032
"221","Brevoortia patronus YOY",2015,161.3,142,0.1613,0.0001613,0.000110513556841213,110.513556841213,0.110513556841213
"222","Brevoortia patronus YOY",2016,833.4,103,0.8334,0.0008334,0.000570998129395329,570.998129395329,0.570998129395329
"223","Brevoortia patronus YOY",2017,410.3,158,0.4103,0.0004103,0.000281114149857096,281.114149857096,0.281114149857096
"224","Brevoortia patronus YOY",2018,10.8,22,0.0108,1.08e-05,7.39954379345999e-06,7.39954379345999,0.00739954379345999
"225","Brotula barbata",2010,11.9,1,0.0119,1.19e-05,8.15320103168277e-06,8.15320103168276,0.00815320103168276
"226","Bugula neritina",2017,0.7,NA,7e-04,7e-07,4.79600060687221e-07,0.479600060687221,0.000479600060687221
"227","Bulla striata",2014,0.3,2,3e-04,3e-07,2.05542883151666e-07,0.205542883151666,0.000205542883151666
"228","Busycon sinistrum",2010,205.7,3,0.2057,0.0002057,0.000140933903547659,140.933903547659,0.140933903547659
"229","Busycon sinistrum",2013,52.7,1,0.0527,5.27e-05,3.61070331403094e-05,36.1070331403094,0.0361070331403094
"230","Busycotypus plagosus",2009,15.8,1,0.0158,1.58e-05,1.08252585126544e-05,10.8252585126544,0.0108252585126544
"231","Calliactis tricolor",2009,4.7,2,0.0047,4.7e-06,3.22017183604277e-06,3.22017183604277,0.00322017183604277
"232","Calliactis tricolor",2011,6.8,4,0.0068,6.8e-06,4.65897201810444e-06,4.65897201810444,0.00465897201810444
"233","Calliactis tricolor",2012,6.7,4,0.0067,6.7e-06,4.59045772372055e-06,4.59045772372055,0.00459045772372055
"234","Calliactis tricolor",2013,0,2,0,0,0,0,0
"235","Calliactis tricolor",2014,3.9,2,0.0039,3.9e-06,2.67205748097166e-06,2.67205748097166,0.00267205748097166
"236","Calliactis tricolor",2015,4.8,1,0.0048,4.8e-06,3.28868613042666e-06,3.28868613042666,0.00328868613042666
"237","Calliactis tricolor",2016,1.7,1,0.0017,1.7e-06,1.16474300452611e-06,1.16474300452611,0.00116474300452611
"238","Callinectes sapidus",2008,482.8,18,0.4828,0.0004828,0.000330787013285415,330.787013285415,0.330787013285415
"239","Callinectes sapidus",2009,4460.7,90,4.4607,0.0044607,0.00305621712958213,3056.21712958213,3.05621712958213
"240","Callinectes sapidus",2010,5980.7,68,5.9807,0.0059807,0.00409763440421724,4097.63440421724,4.09763440421724
"241","Callinectes sapidus",2011,3115.6,47,3.1156,0.0031156,0.00213463135582444,2134.63135582444,2.13463135582444
"242","Callinectes sapidus",2012,1695.8,29,1.6958,0.0016958,0.00116186540416199,1161.86540416199,1.16186540416199
"243","Callinectes sapidus",2013,2147,55,2.147,0.002147,0.00147100190042209,1471.00190042209,1.47100190042209
"244","Callinectes sapidus",2014,797.3,73,0.7973,0.0007973,0.000546264469122745,546.264469122745,0.546264469122745
"245","Callinectes sapidus",2015,396.6,14,0.3966,0.0003966,0.000271727691526503,271.727691526503,0.271727691526503
"246","Callinectes sapidus",2016,6283.3,49,6.2833,0.0062833,0.00430495865902288,4304.95865902288,4.30495865902288
"247","Callinectes sapidus",2017,993.2,48,0.9932,0.0009932,0.000680483971820783,680.483971820783,0.680483971820783
"248","Callinectes sapidus",2018,247.5,17,0.2475,0.0002475,0.000169572878600125,169.572878600125,0.169572878600125
"249","Callinectes sapidus",2019,5228.7,192,5.2287,0.0052287,0.00358240691045039,3582.40691045039,3.58240691045039
"250","Callinectes sapidus",2020,3002.3,44,3.0023,0.0030023,0.00205700466028749,2057.00466028749,2.05700466028749
"251","Callinectes sapidus",2021,3890,185,3.89,0.00389,0.00266520605153327,2665.20605153327,2.66520605153327
"252","Callinectes sapidus",2022,519,2,0.519,0.000519,0.000355589187852383,355.589187852383,0.355589187852383
